cell_id,anomaly_label,cell_type,disease_category
CELL_004379,1,Prolymphocyte,Leukemia
CELL_005471,1,Toxic_Granulation,Infection
CELL_004530,1,Elliptocyte,Anemia
CELL_000732,0,Neutrophil,Normal_WBC
CELL_004277,1,Blast_Cell,Leukemia
CELL_003755,0,Platelet,Normal_Platelet
CELL_005397,1,Hypersegmented_Neutrophil,Infection
CELL_005244,1,Target_Cell,Anemia
CELL_002409,0,Eosinophil,Normal_WBC
CELL_003283,0,Normal_RBC,Normal_RBC
CELL_003305,0,Normal_RBC,Normal_RBC
CELL_001671,0,Lymphocyte,Normal_WBC
CELL_004805,1,Schistocyte,Anemia
CELL_003912,0,Platelet,Normal_Platelet
CELL_003476,0,Normal_RBC,Normal_RBC
CELL_000297,0,Neutrophil,Normal_WBC
CELL_003119,0,Normal_RBC,Normal_RBC
CELL_004076,1,Blast_Cell,Leukemia
CELL_003924,0,Platelet,Normal_Platelet
CELL_002743,0,Basophil,Normal_WBC
CELL_001531,0,Lymphocyte,Normal_WBC
CELL_002511,0,Eosinophil,Normal_WBC
CELL_000642,0,Neutrophil,Normal_WBC
CELL_004553,1,Elliptocyte,Anemia
CELL_004356,1,Prolymphocyte,Leukemia
CELL_004239,1,Blast_Cell,Leukemia
CELL_004473,1,Elliptocyte,Anemia
CELL_003081,0,Normal_RBC,Normal_RBC
CELL_004265,1,Blast_Cell,Leukemia
CELL_003865,0,Platelet,Normal_Platelet
CELL_005075,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003605,0,Normal_RBC,Normal_RBC
CELL_005450,1,Toxic_Granulation,Infection
CELL_001207,0,Lymphocyte,Normal_WBC
CELL_003562,0,Normal_RBC,Normal_RBC
CELL_004732,1,Schistocyte,Anemia
CELL_005010,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001224,0,Lymphocyte,Normal_WBC
CELL_002294,0,Monocyte,Normal_WBC
CELL_003359,0,Normal_RBC,Normal_RBC
CELL_000102,0,Neutrophil,Normal_WBC
CELL_001080,0,Neutrophil,Normal_WBC
CELL_004825,1,Schistocyte,Anemia
CELL_003161,0,Normal_RBC,Normal_RBC
CELL_002998,0,Normal_RBC,Normal_RBC
CELL_003732,0,Platelet,Normal_Platelet
CELL_003667,0,Normal_RBC,Normal_RBC
CELL_002363,0,Eosinophil,Normal_WBC
CELL_003229,0,Normal_RBC,Normal_RBC
CELL_003635,0,Normal_RBC,Normal_RBC
CELL_002374,0,Eosinophil,Normal_WBC
CELL_004868,1,Spherocyte,Anemia
CELL_001995,0,Monocyte,Normal_WBC
CELL_004146,1,Blast_Cell,Leukemia
CELL_001760,0,Lymphocyte,Normal_WBC
CELL_004213,1,Blast_Cell,Leukemia
CELL_001633,0,Lymphocyte,Normal_WBC
CELL_004897,1,Spherocyte,Anemia
CELL_004749,1,Schistocyte,Anemia
CELL_004340,1,Prolymphocyte,Leukemia
CELL_005456,1,Toxic_Granulation,Infection
CELL_005329,1,Hypersegmented_Neutrophil,Infection
CELL_004234,1,Blast_Cell,Leukemia
CELL_005797,1,Smudge_Cell,Artefact
CELL_001581,0,Lymphocyte,Normal_WBC
CELL_005515,1,Toxic_Granulation,Infection
CELL_005389,1,Hypersegmented_Neutrophil,Infection
CELL_004811,1,Schistocyte,Anemia
CELL_005594,1,Reactive_Lymphocyte,Infection
CELL_000201,0,Neutrophil,Normal_WBC
CELL_005722,1,Smudge_Cell,Artefact
CELL_002013,0,Monocyte,Normal_WBC
CELL_002472,0,Eosinophil,Normal_WBC
CELL_003306,0,Normal_RBC,Normal_RBC
CELL_000431,0,Neutrophil,Normal_WBC
CELL_000672,0,Neutrophil,Normal_WBC
CELL_003441,0,Normal_RBC,Normal_RBC
CELL_000318,0,Neutrophil,Normal_WBC
CELL_003361,0,Normal_RBC,Normal_RBC
CELL_000680,0,Neutrophil,Normal_WBC
CELL_004771,1,Schistocyte,Anemia
CELL_000050,0,Neutrophil,Normal_WBC
CELL_000947,0,Neutrophil,Normal_WBC
CELL_004453,1,Prolymphocyte,Leukemia
CELL_003920,0,Platelet,Normal_Platelet
CELL_001254,0,Lymphocyte,Normal_WBC
CELL_004976,1,Spherocyte,Anemia
CELL_004382,1,Prolymphocyte,Leukemia
CELL_004231,1,Blast_Cell,Leukemia
CELL_004965,1,Spherocyte,Anemia
CELL_001401,0,Lymphocyte,Normal_WBC
CELL_004465,1,Elliptocyte,Anemia
CELL_000028,0,Neutrophil,Normal_WBC
CELL_001183,0,Lymphocyte,Normal_WBC
CELL_000801,0,Neutrophil,Normal_WBC
CELL_003330,0,Normal_RBC,Normal_RBC
CELL_000417,0,Neutrophil,Normal_WBC
CELL_002334,0,Monocyte,Normal_WBC
CELL_005669,1,Reactive_Lymphocyte,Infection
CELL_005440,1,Toxic_Granulation,Infection
CELL_005068,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001822,0,Lymphocyte,Normal_WBC
CELL_002905,0,Normal_RBC,Normal_RBC
CELL_004809,1,Schistocyte,Anemia
CELL_003775,0,Platelet,Normal_Platelet
CELL_004599,1,Elliptocyte,Anemia
CELL_003745,0,Platelet,Normal_Platelet
CELL_002594,0,Eosinophil,Normal_WBC
CELL_004667,1,Schistocyte,Anemia
CELL_001934,0,Lymphocyte,Normal_WBC
CELL_001578,0,Lymphocyte,Normal_WBC
CELL_005419,1,Toxic_Granulation,Infection
CELL_003438,0,Normal_RBC,Normal_RBC
CELL_004694,1,Schistocyte,Anemia
CELL_000970,0,Neutrophil,Normal_WBC
CELL_002762,0,Basophil,Normal_WBC
CELL_001606,0,Lymphocyte,Normal_WBC
CELL_002185,0,Monocyte,Normal_WBC
CELL_005361,1,Hypersegmented_Neutrophil,Infection
CELL_005682,1,Reactive_Lymphocyte,Infection
CELL_005868,1,Artefact,Artefact
CELL_000095,0,Neutrophil,Normal_WBC
CELL_002874,0,Normal_RBC,Normal_RBC
CELL_001866,0,Lymphocyte,Normal_WBC
CELL_005228,1,Target_Cell,Anemia
CELL_001070,0,Neutrophil,Normal_WBC
CELL_005584,1,Reactive_Lymphocyte,Infection
CELL_004318,1,Prolymphocyte,Leukemia
CELL_003862,0,Platelet,Normal_Platelet
CELL_003202,0,Normal_RBC,Normal_RBC
CELL_000097,0,Neutrophil,Normal_WBC
CELL_004400,1,Prolymphocyte,Leukemia
CELL_000179,0,Neutrophil,Normal_WBC
CELL_001471,0,Lymphocyte,Normal_WBC
CELL_003396,0,Normal_RBC,Normal_RBC
CELL_003405,0,Normal_RBC,Normal_RBC
CELL_004498,1,Elliptocyte,Anemia
CELL_004175,1,Blast_Cell,Leukemia
CELL_003004,0,Normal_RBC,Normal_RBC
CELL_001315,0,Lymphocyte,Normal_WBC
CELL_001398,0,Lymphocyte,Normal_WBC
CELL_000043,0,Neutrophil,Normal_WBC
CELL_002957,0,Normal_RBC,Normal_RBC
CELL_005315,1,Hypersegmented_Neutrophil,Infection
CELL_000445,0,Neutrophil,Normal_WBC
CELL_004475,1,Elliptocyte,Anemia
CELL_005483,1,Toxic_Granulation,Infection
CELL_005878,1,Artefact,Artefact
CELL_005607,1,Reactive_Lymphocyte,Infection
CELL_000805,0,Neutrophil,Normal_WBC
CELL_001124,0,Lymphocyte,Normal_WBC
CELL_002428,0,Eosinophil,Normal_WBC
CELL_004319,1,Prolymphocyte,Leukemia
CELL_001110,0,Lymphocyte,Normal_WBC
CELL_005614,1,Reactive_Lymphocyte,Infection
CELL_002235,0,Monocyte,Normal_WBC
CELL_001105,0,Lymphocyte,Normal_WBC
CELL_001369,0,Lymphocyte,Normal_WBC
CELL_003840,0,Platelet,Normal_Platelet
CELL_005839,1,Artefact,Artefact
CELL_000202,0,Neutrophil,Normal_WBC
CELL_004240,1,Blast_Cell,Leukemia
CELL_003926,0,Platelet,Normal_Platelet
CELL_002613,0,Eosinophil,Normal_WBC
CELL_004459,1,Prolymphocyte,Leukemia
CELL_003880,0,Platelet,Normal_Platelet
CELL_003153,0,Normal_RBC,Normal_RBC
CELL_003464,0,Normal_RBC,Normal_RBC
CELL_003151,0,Normal_RBC,Normal_RBC
CELL_001923,0,Lymphocyte,Normal_WBC
CELL_003548,0,Normal_RBC,Normal_RBC
CELL_002497,0,Eosinophil,Normal_WBC
CELL_001465,0,Lymphocyte,Normal_WBC
CELL_004501,1,Elliptocyte,Anemia
CELL_002797,0,Basophil,Normal_WBC
CELL_001435,0,Lymphocyte,Normal_WBC
CELL_001337,0,Lymphocyte,Normal_WBC
CELL_005328,1,Hypersegmented_Neutrophil,Infection
CELL_000826,0,Neutrophil,Normal_WBC
CELL_004167,1,Blast_Cell,Leukemia
CELL_005367,1,Hypersegmented_Neutrophil,Infection
CELL_004566,1,Elliptocyte,Anemia
CELL_002071,0,Monocyte,Normal_WBC
CELL_005087,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002425,0,Eosinophil,Normal_WBC
CELL_004368,1,Prolymphocyte,Leukemia
CELL_003065,0,Normal_RBC,Normal_RBC
CELL_001291,0,Lymphocyte,Normal_WBC
CELL_001017,0,Neutrophil,Normal_WBC
CELL_000081,0,Neutrophil,Normal_WBC
CELL_001788,0,Lymphocyte,Normal_WBC
CELL_002267,0,Monocyte,Normal_WBC
CELL_000359,0,Neutrophil,Normal_WBC
CELL_001023,0,Neutrophil,Normal_WBC
CELL_002794,0,Basophil,Normal_WBC
CELL_003495,0,Normal_RBC,Normal_RBC
CELL_001327,0,Lymphocyte,Normal_WBC
CELL_001399,0,Lymphocyte,Normal_WBC
CELL_001853,0,Lymphocyte,Normal_WBC
CELL_002685,0,Basophil,Normal_WBC
CELL_001899,0,Lymphocyte,Normal_WBC
CELL_001012,0,Neutrophil,Normal_WBC
CELL_003629,0,Normal_RBC,Normal_RBC
CELL_001282,0,Lymphocyte,Normal_WBC
CELL_000513,0,Neutrophil,Normal_WBC
CELL_000090,0,Neutrophil,Normal_WBC
CELL_004521,1,Elliptocyte,Anemia
CELL_003025,0,Normal_RBC,Normal_RBC
CELL_001559,0,Lymphocyte,Normal_WBC
CELL_000384,0,Neutrophil,Normal_WBC
CELL_005495,1,Toxic_Granulation,Infection
CELL_003892,0,Platelet,Normal_Platelet
CELL_005400,1,Hypersegmented_Neutrophil,Infection
CELL_003991,0,Platelet,Normal_Platelet
CELL_003492,0,Normal_RBC,Normal_RBC
CELL_005375,1,Hypersegmented_Neutrophil,Infection
CELL_003981,0,Platelet,Normal_Platelet
CELL_000833,0,Neutrophil,Normal_WBC
CELL_003090,0,Normal_RBC,Normal_RBC
CELL_002367,0,Eosinophil,Normal_WBC
CELL_005760,1,Smudge_Cell,Artefact
CELL_005049,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003033,0,Normal_RBC,Normal_RBC
CELL_001352,0,Lymphocyte,Normal_WBC
CELL_001666,0,Lymphocyte,Normal_WBC
CELL_001493,0,Lymphocyte,Normal_WBC
CELL_004276,1,Blast_Cell,Leukemia
CELL_003860,0,Platelet,Normal_Platelet
CELL_005649,1,Reactive_Lymphocyte,Infection
CELL_003457,0,Normal_RBC,Normal_RBC
CELL_001550,0,Lymphocyte,Normal_WBC
CELL_001174,0,Lymphocyte,Normal_WBC
CELL_002188,0,Monocyte,Normal_WBC
CELL_002184,0,Monocyte,Normal_WBC
CELL_003051,0,Normal_RBC,Normal_RBC
CELL_004169,1,Blast_Cell,Leukemia
CELL_002773,0,Basophil,Normal_WBC
CELL_000944,0,Neutrophil,Normal_WBC
CELL_004949,1,Spherocyte,Anemia
CELL_001933,0,Lymphocyte,Normal_WBC
CELL_002818,0,Normal_RBC,Normal_RBC
CELL_003543,0,Normal_RBC,Normal_RBC
CELL_000997,0,Neutrophil,Normal_WBC
CELL_003120,0,Normal_RBC,Normal_RBC
CELL_003267,0,Normal_RBC,Normal_RBC
CELL_002948,0,Normal_RBC,Normal_RBC
CELL_000707,0,Neutrophil,Normal_WBC
CELL_005296,1,Hypersegmented_Neutrophil,Infection
CELL_002707,0,Basophil,Normal_WBC
CELL_001033,0,Neutrophil,Normal_WBC
CELL_005160,1,Target_Cell,Anemia
CELL_004631,1,Elliptocyte,Anemia
CELL_003188,0,Normal_RBC,Normal_RBC
CELL_005491,1,Toxic_Granulation,Infection
CELL_004921,1,Spherocyte,Anemia
CELL_002191,0,Monocyte,Normal_WBC
CELL_001194,0,Lymphocyte,Normal_WBC
CELL_005470,1,Toxic_Granulation,Infection
CELL_000289,0,Neutrophil,Normal_WBC
CELL_003261,0,Normal_RBC,Normal_RBC
CELL_001056,0,Neutrophil,Normal_WBC
CELL_000389,0,Neutrophil,Normal_WBC
CELL_005618,1,Reactive_Lymphocyte,Infection
CELL_000818,0,Neutrophil,Normal_WBC
CELL_001245,0,Lymphocyte,Normal_WBC
CELL_001431,0,Lymphocyte,Normal_WBC
CELL_005144,1,Target_Cell,Anemia
CELL_004841,1,Spherocyte,Anemia
CELL_005810,1,Artefact,Artefact
CELL_001141,0,Lymphocyte,Normal_WBC
CELL_004983,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005008,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003797,0,Platelet,Normal_Platelet
CELL_000004,0,Neutrophil,Normal_WBC
CELL_000221,0,Neutrophil,Normal_WBC
CELL_001249,0,Lymphocyte,Normal_WBC
CELL_004641,1,Elliptocyte,Anemia
CELL_001621,0,Lymphocyte,Normal_WBC
CELL_004623,1,Elliptocyte,Anemia
CELL_002829,0,Normal_RBC,Normal_RBC
CELL_001103,0,Lymphocyte,Normal_WBC
CELL_005137,1,Target_Cell,Anemia
CELL_000917,0,Neutrophil,Normal_WBC
CELL_005062,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001077,0,Neutrophil,Normal_WBC
CELL_002546,0,Eosinophil,Normal_WBC
CELL_001773,0,Lymphocyte,Normal_WBC
CELL_003644,0,Normal_RBC,Normal_RBC
CELL_003590,0,Normal_RBC,Normal_RBC
CELL_000088,0,Neutrophil,Normal_WBC
CELL_005076,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001305,0,Lymphocyte,Normal_WBC
CELL_001831,0,Lymphocyte,Normal_WBC
CELL_001918,0,Lymphocyte,Normal_WBC
CELL_000074,0,Neutrophil,Normal_WBC
CELL_000250,0,Neutrophil,Normal_WBC
CELL_003740,0,Platelet,Normal_Platelet
CELL_002803,0,Normal_RBC,Normal_RBC
CELL_002727,0,Basophil,Normal_WBC
CELL_003816,0,Platelet,Normal_Platelet
CELL_003561,0,Normal_RBC,Normal_RBC
CELL_002962,0,Normal_RBC,Normal_RBC
CELL_003927,0,Platelet,Normal_Platelet
CELL_001324,0,Lymphocyte,Normal_WBC
CELL_004270,1,Blast_Cell,Leukemia
CELL_000708,0,Neutrophil,Normal_WBC
CELL_003653,0,Normal_RBC,Normal_RBC
CELL_004030,1,Blast_Cell,Leukemia
CELL_003643,0,Normal_RBC,Normal_RBC
CELL_004449,1,Prolymphocyte,Leukemia
CELL_003651,0,Normal_RBC,Normal_RBC
CELL_004193,1,Blast_Cell,Leukemia
CELL_000623,0,Neutrophil,Normal_WBC
CELL_000590,0,Neutrophil,Normal_WBC
CELL_003994,0,Platelet,Normal_Platelet
CELL_003913,0,Platelet,Normal_Platelet
CELL_001642,0,Lymphocyte,Normal_WBC
CELL_002273,0,Monocyte,Normal_WBC
CELL_004957,1,Spherocyte,Anemia
CELL_004095,1,Blast_Cell,Leukemia
CELL_005590,1,Reactive_Lymphocyte,Infection
CELL_002129,0,Monocyte,Normal_WBC
CELL_000987,0,Neutrophil,Normal_WBC
CELL_002935,0,Normal_RBC,Normal_RBC
CELL_005654,1,Reactive_Lymphocyte,Infection
CELL_005691,1,Reactive_Lymphocyte,Infection
CELL_001689,0,Lymphocyte,Normal_WBC
CELL_002915,0,Normal_RBC,Normal_RBC
CELL_002421,0,Eosinophil,Normal_WBC
CELL_005350,1,Hypersegmented_Neutrophil,Infection
CELL_001569,0,Lymphocyte,Normal_WBC
CELL_000485,0,Neutrophil,Normal_WBC
CELL_003136,0,Normal_RBC,Normal_RBC
CELL_003060,0,Normal_RBC,Normal_RBC
CELL_004005,1,Blast_Cell,Leukemia
CELL_005518,1,Toxic_Granulation,Infection
CELL_002418,0,Eosinophil,Normal_WBC
CELL_005467,1,Toxic_Granulation,Infection
CELL_002872,0,Normal_RBC,Normal_RBC
CELL_005599,1,Reactive_Lymphocyte,Infection
CELL_003246,0,Normal_RBC,Normal_RBC
CELL_004549,1,Elliptocyte,Anemia
CELL_001032,0,Neutrophil,Normal_WBC
CELL_000110,0,Neutrophil,Normal_WBC
CELL_004457,1,Prolymphocyte,Leukemia
CELL_000256,0,Neutrophil,Normal_WBC
CELL_003593,0,Normal_RBC,Normal_RBC
CELL_003467,0,Normal_RBC,Normal_RBC
CELL_004244,1,Blast_Cell,Leukemia
CELL_002691,0,Basophil,Normal_WBC
CELL_001522,0,Lymphocyte,Normal_WBC
CELL_005698,1,Reactive_Lymphocyte,Infection
CELL_000400,0,Neutrophil,Normal_WBC
CELL_000847,0,Neutrophil,Normal_WBC
CELL_002541,0,Eosinophil,Normal_WBC
CELL_003717,0,Platelet,Normal_Platelet
CELL_004961,1,Spherocyte,Anemia
CELL_004300,1,Prolymphocyte,Leukemia
CELL_005739,1,Smudge_Cell,Artefact
CELL_005816,1,Artefact,Artefact
CELL_000018,0,Neutrophil,Normal_WBC
CELL_000214,0,Neutrophil,Normal_WBC
CELL_005412,1,Toxic_Granulation,Infection
CELL_003092,0,Normal_RBC,Normal_RBC
CELL_003300,0,Normal_RBC,Normal_RBC
CELL_003783,0,Platelet,Normal_Platelet
CELL_003597,0,Normal_RBC,Normal_RBC
CELL_003760,0,Platelet,Normal_Platelet
CELL_005596,1,Reactive_Lymphocyte,Infection
CELL_000843,0,Neutrophil,Normal_WBC
CELL_004236,1,Blast_Cell,Leukemia
CELL_004718,1,Schistocyte,Anemia
CELL_001212,0,Lymphocyte,Normal_WBC
CELL_003604,0,Normal_RBC,Normal_RBC
CELL_003559,0,Normal_RBC,Normal_RBC
CELL_000862,0,Neutrophil,Normal_WBC
CELL_002652,0,Basophil,Normal_WBC
CELL_000603,0,Neutrophil,Normal_WBC
CELL_001911,0,Lymphocyte,Normal_WBC
CELL_003776,0,Platelet,Normal_Platelet
CELL_000887,0,Neutrophil,Normal_WBC
CELL_002068,0,Monocyte,Normal_WBC
CELL_003637,0,Normal_RBC,Normal_RBC
CELL_002682,0,Basophil,Normal_WBC
CELL_003660,0,Normal_RBC,Normal_RBC
CELL_004038,1,Blast_Cell,Leukemia
CELL_003676,0,Normal_RBC,Normal_RBC
CELL_003116,0,Normal_RBC,Normal_RBC
CELL_003302,0,Normal_RBC,Normal_RBC
CELL_004385,1,Prolymphocyte,Leukemia
CELL_000236,0,Neutrophil,Normal_WBC
CELL_005413,1,Toxic_Granulation,Infection
CELL_005756,1,Smudge_Cell,Artefact
CELL_003466,0,Normal_RBC,Normal_RBC
CELL_000518,0,Neutrophil,Normal_WBC
CELL_001860,0,Lymphocyte,Normal_WBC
CELL_005181,1,Target_Cell,Anemia
CELL_004998,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001507,0,Lymphocyte,Normal_WBC
CELL_005452,1,Toxic_Granulation,Infection
CELL_002060,0,Monocyte,Normal_WBC
CELL_003397,0,Normal_RBC,Normal_RBC
CELL_005851,1,Artefact,Artefact
CELL_005628,1,Reactive_Lymphocyte,Infection
CELL_002481,0,Eosinophil,Normal_WBC
CELL_005480,1,Toxic_Granulation,Infection
CELL_005534,1,Toxic_Granulation,Infection
CELL_001325,0,Lymphocyte,Normal_WBC
CELL_005766,1,Smudge_Cell,Artefact
CELL_004755,1,Schistocyte,Anemia
CELL_005862,1,Artefact,Artefact
CELL_001062,0,Neutrophil,Normal_WBC
CELL_005623,1,Reactive_Lymphocyte,Infection
CELL_003762,0,Platelet,Normal_Platelet
CELL_002201,0,Monocyte,Normal_WBC
CELL_000492,0,Neutrophil,Normal_WBC
CELL_005148,1,Target_Cell,Anemia
CELL_005837,1,Artefact,Artefact
CELL_000842,0,Neutrophil,Normal_WBC
CELL_002525,0,Eosinophil,Normal_WBC
CELL_005140,1,Target_Cell,Anemia
CELL_002098,0,Monocyte,Normal_WBC
CELL_005853,1,Artefact,Artefact
CELL_000577,0,Neutrophil,Normal_WBC
CELL_003882,0,Platelet,Normal_Platelet
CELL_005546,1,Toxic_Granulation,Infection
CELL_003028,0,Normal_RBC,Normal_RBC
CELL_004722,1,Schistocyte,Anemia
CELL_003226,0,Normal_RBC,Normal_RBC
CELL_002349,0,Monocyte,Normal_WBC
CELL_003586,0,Normal_RBC,Normal_RBC
CELL_005061,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005384,1,Hypersegmented_Neutrophil,Infection
CELL_000596,0,Neutrophil,Normal_WBC
CELL_005406,1,Hypersegmented_Neutrophil,Infection
CELL_003918,0,Platelet,Normal_Platelet
CELL_000888,0,Neutrophil,Normal_WBC
CELL_003746,0,Platelet,Normal_Platelet
CELL_004715,1,Schistocyte,Anemia
CELL_001873,0,Lymphocyte,Normal_WBC
CELL_005535,1,Toxic_Granulation,Infection
CELL_003290,0,Normal_RBC,Normal_RBC
CELL_001704,0,Lymphocyte,Normal_WBC
CELL_001991,0,Monocyte,Normal_WBC
CELL_002386,0,Eosinophil,Normal_WBC
CELL_002484,0,Eosinophil,Normal_WBC
CELL_000255,0,Neutrophil,Normal_WBC
CELL_000825,0,Neutrophil,Normal_WBC
CELL_002487,0,Eosinophil,Normal_WBC
CELL_000459,0,Neutrophil,Normal_WBC
CELL_002293,0,Monocyte,Normal_WBC
CELL_005030,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000921,0,Neutrophil,Normal_WBC
CELL_001648,0,Lymphocyte,Normal_WBC
CELL_003557,0,Normal_RBC,Normal_RBC
CELL_005447,1,Toxic_Granulation,Infection
CELL_004445,1,Prolymphocyte,Leukemia
CELL_003114,0,Normal_RBC,Normal_RBC
CELL_005499,1,Toxic_Granulation,Infection
CELL_002007,0,Monocyte,Normal_WBC
CELL_005127,1,Target_Cell,Anemia
CELL_002705,0,Basophil,Normal_WBC
CELL_002764,0,Basophil,Normal_WBC
CELL_003385,0,Normal_RBC,Normal_RBC
CELL_005751,1,Smudge_Cell,Artefact
CELL_001314,0,Lymphocyte,Normal_WBC
CELL_000561,0,Neutrophil,Normal_WBC
CELL_004927,1,Spherocyte,Anemia
CELL_005331,1,Hypersegmented_Neutrophil,Infection
CELL_000174,0,Neutrophil,Normal_WBC
CELL_004639,1,Elliptocyte,Anemia
CELL_000809,0,Neutrophil,Normal_WBC
CELL_000052,0,Neutrophil,Normal_WBC
CELL_000496,0,Neutrophil,Normal_WBC
CELL_001408,0,Lymphocyte,Normal_WBC
CELL_003956,0,Platelet,Normal_Platelet
CELL_001116,0,Lymphocyte,Normal_WBC
CELL_003146,0,Normal_RBC,Normal_RBC
CELL_000401,0,Neutrophil,Normal_WBC
CELL_001035,0,Neutrophil,Normal_WBC
CELL_004106,1,Blast_Cell,Leukemia
CELL_000229,0,Neutrophil,Normal_WBC
CELL_000583,0,Neutrophil,Normal_WBC
CELL_001001,0,Neutrophil,Normal_WBC
CELL_000902,0,Neutrophil,Normal_WBC
CELL_002937,0,Normal_RBC,Normal_RBC
CELL_005696,1,Reactive_Lymphocyte,Infection
CELL_002698,0,Basophil,Normal_WBC
CELL_001063,0,Neutrophil,Normal_WBC
CELL_003100,0,Normal_RBC,Normal_RBC
CELL_001195,0,Lymphocyte,Normal_WBC
CELL_002839,0,Normal_RBC,Normal_RBC
CELL_004188,1,Blast_Cell,Leukemia
CELL_005443,1,Toxic_Granulation,Infection
CELL_002644,0,Eosinophil,Normal_WBC
CELL_003427,0,Normal_RBC,Normal_RBC
CELL_005290,1,Hypersegmented_Neutrophil,Infection
CELL_002143,0,Monocyte,Normal_WBC
CELL_002465,0,Eosinophil,Normal_WBC
CELL_000686,0,Neutrophil,Normal_WBC
CELL_002228,0,Monocyte,Normal_WBC
CELL_004556,1,Elliptocyte,Anemia
CELL_004660,1,Elliptocyte,Anemia
CELL_003201,0,Normal_RBC,Normal_RBC
CELL_005796,1,Smudge_Cell,Artefact
CELL_003808,0,Platelet,Normal_Platelet
CELL_002488,0,Eosinophil,Normal_WBC
CELL_002366,0,Eosinophil,Normal_WBC
CELL_004303,1,Prolymphocyte,Leukemia
CELL_004707,1,Schistocyte,Anemia
CELL_000584,0,Neutrophil,Normal_WBC
CELL_005729,1,Smudge_Cell,Artefact
CELL_003950,0,Platelet,Normal_Platelet
CELL_003569,0,Normal_RBC,Normal_RBC
CELL_000832,0,Neutrophil,Normal_WBC
CELL_004789,1,Schistocyte,Anemia
CELL_005662,1,Reactive_Lymphocyte,Infection
CELL_000224,0,Neutrophil,Normal_WBC
CELL_004875,1,Spherocyte,Anemia
CELL_005214,1,Target_Cell,Anemia
CELL_001287,0,Lymphocyte,Normal_WBC
CELL_001145,0,Lymphocyte,Normal_WBC
CELL_005622,1,Reactive_Lymphocyte,Infection
CELL_004288,1,Prolymphocyte,Leukemia
CELL_001361,0,Lymphocyte,Normal_WBC
CELL_005652,1,Reactive_Lymphocyte,Infection
CELL_002590,0,Eosinophil,Normal_WBC
CELL_002989,0,Normal_RBC,Normal_RBC
CELL_002514,0,Eosinophil,Normal_WBC
CELL_001998,0,Monocyte,Normal_WBC
CELL_003062,0,Normal_RBC,Normal_RBC
CELL_003802,0,Platelet,Normal_Platelet
CELL_000374,0,Neutrophil,Normal_WBC
CELL_002456,0,Eosinophil,Normal_WBC
CELL_003442,0,Normal_RBC,Normal_RBC
CELL_004696,1,Schistocyte,Anemia
CELL_004136,1,Blast_Cell,Leukemia
CELL_001971,0,Monocyte,Normal_WBC
CELL_003780,0,Platelet,Normal_Platelet
CELL_002479,0,Eosinophil,Normal_WBC
CELL_005222,1,Target_Cell,Anemia
CELL_000260,0,Neutrophil,Normal_WBC
CELL_005716,1,Smudge_Cell,Artefact
CELL_003021,0,Normal_RBC,Normal_RBC
CELL_004144,1,Blast_Cell,Leukemia
CELL_003264,0,Normal_RBC,Normal_RBC
CELL_001480,0,Lymphocyte,Normal_WBC
CELL_003787,0,Platelet,Normal_Platelet
CELL_000728,0,Neutrophil,Normal_WBC
CELL_003006,0,Normal_RBC,Normal_RBC
CELL_001797,0,Lymphocyte,Normal_WBC
CELL_002709,0,Basophil,Normal_WBC
CELL_002844,0,Normal_RBC,Normal_RBC
CELL_004158,1,Blast_Cell,Leukemia
CELL_000608,0,Neutrophil,Normal_WBC
CELL_003855,0,Platelet,Normal_Platelet
CELL_002253,0,Monocyte,Normal_WBC
CELL_000950,0,Neutrophil,Normal_WBC
CELL_000012,0,Neutrophil,Normal_WBC
CELL_001758,0,Lymphocyte,Normal_WBC
CELL_004439,1,Prolymphocyte,Leukemia
CELL_002178,0,Monocyte,Normal_WBC
CELL_004354,1,Prolymphocyte,Leukemia
CELL_005085,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005065,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005579,1,Reactive_Lymphocyte,Infection
CELL_002417,0,Eosinophil,Normal_WBC
CELL_000689,0,Neutrophil,Normal_WBC
CELL_001226,0,Lymphocyte,Normal_WBC
CELL_000361,0,Neutrophil,Normal_WBC
CELL_005019,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003984,0,Platelet,Normal_Platelet
CELL_003771,0,Platelet,Normal_Platelet
CELL_003684,0,Normal_RBC,Normal_RBC
CELL_001011,0,Neutrophil,Normal_WBC
CELL_002107,0,Monocyte,Normal_WBC
CELL_005800,1,Smudge_Cell,Artefact
CELL_005128,1,Target_Cell,Anemia
CELL_004214,1,Blast_Cell,Leukemia
CELL_005156,1,Target_Cell,Anemia
