cell_id,anomaly_label,cell_type,disease_category
CELL_005299,1,Hypersegmented_Neutrophil,Infection
CELL_000825,0,Neutrophil,Normal_WBC
CELL_004322,1,Prolymphocyte,Leukemia
CELL_003402,0,Normal_RBC,Normal_RBC
CELL_001390,0,Lymphocyte,Normal_WBC
CELL_003565,0,Normal_RBC,Normal_RBC
CELL_000885,0,Neutrophil,Normal_WBC
CELL_001869,0,Lymphocyte,Normal_WBC
CELL_000011,0,Neutrophil,Normal_WBC
CELL_003416,0,Normal_RBC,Normal_RBC
CELL_001464,0,Lymphocyte,Normal_WBC
CELL_000807,0,Neutrophil,Normal_WBC
CELL_004625,1,Elliptocyte,Anemia
CELL_004069,1,Blast_Cell,Leukemia
CELL_002109,0,Monocyte,Normal_WBC
CELL_004966,1,Spherocyte,Anemia
CELL_005827,1,Artefact,Artefact
CELL_002235,0,Monocyte,Normal_WBC
CELL_000964,0,Neutrophil,Normal_WBC
CELL_004495,1,Elliptocyte,Anemia
CELL_002633,0,Eosinophil,Normal_WBC
CELL_000705,0,Neutrophil,Normal_WBC
CELL_000432,0,Neutrophil,Normal_WBC
CELL_004389,1,Prolymphocyte,Leukemia
CELL_000146,0,Neutrophil,Normal_WBC
CELL_002034,0,Monocyte,Normal_WBC
CELL_005481,1,Toxic_Granulation,Infection
CELL_001166,0,Lymphocyte,Normal_WBC
CELL_003501,0,Normal_RBC,Normal_RBC
CELL_002051,0,Monocyte,Normal_WBC
CELL_003761,0,Platelet,Normal_Platelet
CELL_002625,0,Eosinophil,Normal_WBC
CELL_004485,1,Elliptocyte,Anemia
CELL_004436,1,Prolymphocyte,Leukemia
CELL_004687,1,Schistocyte,Anemia
CELL_004558,1,Elliptocyte,Anemia
CELL_004362,1,Prolymphocyte,Leukemia
CELL_002425,0,Eosinophil,Normal_WBC
CELL_001263,0,Lymphocyte,Normal_WBC
CELL_001772,0,Lymphocyte,Normal_WBC
CELL_003512,0,Normal_RBC,Normal_RBC
CELL_000272,0,Neutrophil,Normal_WBC
CELL_000245,0,Neutrophil,Normal_WBC
CELL_005704,1,Smudge_Cell,Artefact
CELL_002033,0,Monocyte,Normal_WBC
CELL_004650,1,Elliptocyte,Anemia
CELL_000814,0,Neutrophil,Normal_WBC
CELL_003811,0,Platelet,Normal_Platelet
CELL_004776,1,Schistocyte,Anemia
CELL_001805,0,Lymphocyte,Normal_WBC
CELL_004347,1,Prolymphocyte,Leukemia
CELL_002462,0,Eosinophil,Normal_WBC
CELL_000546,0,Neutrophil,Normal_WBC
CELL_003242,0,Normal_RBC,Normal_RBC
CELL_000739,0,Neutrophil,Normal_WBC
CELL_000311,0,Neutrophil,Normal_WBC
CELL_003522,0,Normal_RBC,Normal_RBC
CELL_001132,0,Lymphocyte,Normal_WBC
CELL_005787,1,Smudge_Cell,Artefact
CELL_004112,1,Blast_Cell,Leukemia
CELL_002770,0,Basophil,Normal_WBC
CELL_000921,0,Neutrophil,Normal_WBC
CELL_003588,0,Normal_RBC,Normal_RBC
CELL_003960,0,Platelet,Normal_Platelet
CELL_000039,0,Neutrophil,Normal_WBC
CELL_004460,1,Prolymphocyte,Leukemia
CELL_004279,1,Blast_Cell,Leukemia
CELL_002984,0,Normal_RBC,Normal_RBC
CELL_005866,1,Artefact,Artefact
CELL_002668,0,Basophil,Normal_WBC
CELL_003224,0,Normal_RBC,Normal_RBC
CELL_001183,0,Lymphocyte,Normal_WBC
CELL_000615,0,Neutrophil,Normal_WBC
CELL_005771,1,Smudge_Cell,Artefact
CELL_001467,0,Lymphocyte,Normal_WBC
CELL_004498,1,Elliptocyte,Anemia
CELL_003043,0,Normal_RBC,Normal_RBC
CELL_000935,0,Neutrophil,Normal_WBC
CELL_002420,0,Eosinophil,Normal_WBC
CELL_005304,1,Hypersegmented_Neutrophil,Infection
CELL_004764,1,Schistocyte,Anemia
CELL_000827,0,Neutrophil,Normal_WBC
CELL_001522,0,Lymphocyte,Normal_WBC
CELL_002931,0,Normal_RBC,Normal_RBC
CELL_004233,1,Blast_Cell,Leukemia
CELL_000629,0,Neutrophil,Normal_WBC
CELL_004431,1,Prolymphocyte,Leukemia
CELL_003854,0,Platelet,Normal_Platelet
CELL_000391,0,Neutrophil,Normal_WBC
CELL_004346,1,Prolymphocyte,Leukemia
CELL_005733,1,Smudge_Cell,Artefact
CELL_003991,0,Platelet,Normal_Platelet
CELL_000401,0,Neutrophil,Normal_WBC
CELL_003360,0,Normal_RBC,Normal_RBC
CELL_000047,0,Neutrophil,Normal_WBC
CELL_005640,1,Reactive_Lymphocyte,Infection
CELL_005790,1,Smudge_Cell,Artefact
CELL_003643,0,Normal_RBC,Normal_RBC
CELL_003727,0,Platelet,Normal_Platelet
CELL_005708,1,Smudge_Cell,Artefact
CELL_002422,0,Eosinophil,Normal_WBC
CELL_001751,0,Lymphocyte,Normal_WBC
CELL_005683,1,Reactive_Lymphocyte,Infection
CELL_004813,1,Schistocyte,Anemia
CELL_004063,1,Blast_Cell,Leukemia
CELL_000339,0,Neutrophil,Normal_WBC
CELL_000216,0,Neutrophil,Normal_WBC
CELL_003664,0,Normal_RBC,Normal_RBC
CELL_001342,0,Lymphocyte,Normal_WBC
CELL_005375,1,Hypersegmented_Neutrophil,Infection
CELL_003895,0,Platelet,Normal_Platelet
CELL_003641,0,Normal_RBC,Normal_RBC
CELL_000330,0,Neutrophil,Normal_WBC
CELL_003005,0,Normal_RBC,Normal_RBC
CELL_005775,1,Smudge_Cell,Artefact
CELL_003116,0,Normal_RBC,Normal_RBC
CELL_005686,1,Reactive_Lymphocyte,Infection
CELL_002323,0,Monocyte,Normal_WBC
CELL_004198,1,Blast_Cell,Leukemia
CELL_003550,0,Normal_RBC,Normal_RBC
CELL_001459,0,Lymphocyte,Normal_WBC
CELL_000172,0,Neutrophil,Normal_WBC
CELL_004204,1,Blast_Cell,Leukemia
CELL_004924,1,Spherocyte,Anemia
CELL_003570,0,Normal_RBC,Normal_RBC
CELL_004227,1,Blast_Cell,Leukemia
CELL_004795,1,Schistocyte,Anemia
CELL_004842,1,Spherocyte,Anemia
CELL_000939,0,Neutrophil,Normal_WBC
CELL_000061,0,Neutrophil,Normal_WBC
CELL_001241,0,Lymphocyte,Normal_WBC
CELL_004913,1,Spherocyte,Anemia
CELL_002121,0,Monocyte,Normal_WBC
CELL_001525,0,Lymphocyte,Normal_WBC
CELL_000154,0,Neutrophil,Normal_WBC
CELL_000482,0,Neutrophil,Normal_WBC
CELL_004461,1,Elliptocyte,Anemia
CELL_003921,0,Platelet,Normal_Platelet
CELL_001763,0,Lymphocyte,Normal_WBC
CELL_000751,0,Neutrophil,Normal_WBC
CELL_001786,0,Lymphocyte,Normal_WBC
CELL_004502,1,Elliptocyte,Anemia
CELL_002712,0,Basophil,Normal_WBC
CELL_005461,1,Toxic_Granulation,Infection
CELL_004194,1,Blast_Cell,Leukemia
CELL_001334,0,Lymphocyte,Normal_WBC
CELL_005232,1,Target_Cell,Anemia
CELL_002855,0,Normal_RBC,Normal_RBC
CELL_000187,0,Neutrophil,Normal_WBC
CELL_001137,0,Lymphocyte,Normal_WBC
CELL_002059,0,Monocyte,Normal_WBC
CELL_004926,1,Spherocyte,Anemia
CELL_000149,0,Neutrophil,Normal_WBC
CELL_004125,1,Blast_Cell,Leukemia
CELL_003364,0,Normal_RBC,Normal_RBC
CELL_002867,0,Normal_RBC,Normal_RBC
CELL_003777,0,Platelet,Normal_Platelet
CELL_001387,0,Lymphocyte,Normal_WBC
CELL_005560,1,Reactive_Lymphocyte,Infection
CELL_004865,1,Spherocyte,Anemia
CELL_003630,0,Normal_RBC,Normal_RBC
CELL_005291,1,Hypersegmented_Neutrophil,Infection
CELL_003029,0,Normal_RBC,Normal_RBC
CELL_002970,0,Normal_RBC,Normal_RBC
CELL_005106,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001709,0,Lymphocyte,Normal_WBC
CELL_002954,0,Normal_RBC,Normal_RBC
CELL_000455,0,Neutrophil,Normal_WBC
CELL_000610,0,Neutrophil,Normal_WBC
CELL_004264,1,Blast_Cell,Leukemia
CELL_004984,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002075,0,Monocyte,Normal_WBC
CELL_004053,1,Blast_Cell,Leukemia
CELL_005156,1,Target_Cell,Anemia
CELL_001623,0,Lymphocyte,Normal_WBC
CELL_005150,1,Target_Cell,Anemia
CELL_000041,0,Neutrophil,Normal_WBC
CELL_002090,0,Monocyte,Normal_WBC
CELL_003925,0,Platelet,Normal_Platelet
CELL_002176,0,Monocyte,Normal_WBC
CELL_000075,0,Neutrophil,Normal_WBC
CELL_004707,1,Schistocyte,Anemia
CELL_005797,1,Smudge_Cell,Artefact
CELL_002658,0,Basophil,Normal_WBC
CELL_003181,0,Normal_RBC,Normal_RBC
CELL_002077,0,Monocyte,Normal_WBC
CELL_000442,0,Neutrophil,Normal_WBC
CELL_002052,0,Monocyte,Normal_WBC
CELL_002542,0,Eosinophil,Normal_WBC
CELL_001302,0,Lymphocyte,Normal_WBC
CELL_003431,0,Normal_RBC,Normal_RBC
CELL_001305,0,Lymphocyte,Normal_WBC
CELL_000237,0,Neutrophil,Normal_WBC
CELL_004899,1,Spherocyte,Anemia
CELL_002600,0,Eosinophil,Normal_WBC
CELL_004617,1,Elliptocyte,Anemia
CELL_002574,0,Eosinophil,Normal_WBC
CELL_003281,0,Normal_RBC,Normal_RBC
CELL_003187,0,Normal_RBC,Normal_RBC
CELL_003954,0,Platelet,Normal_Platelet
CELL_002769,0,Basophil,Normal_WBC
CELL_004224,1,Blast_Cell,Leukemia
CELL_002107,0,Monocyte,Normal_WBC
CELL_002680,0,Basophil,Normal_WBC
CELL_002762,0,Basophil,Normal_WBC
CELL_004689,1,Schistocyte,Anemia
CELL_001388,0,Lymphocyte,Normal_WBC
CELL_005520,1,Toxic_Granulation,Infection
CELL_005318,1,Hypersegmented_Neutrophil,Infection
CELL_001280,0,Lymphocyte,Normal_WBC
CELL_005762,1,Smudge_Cell,Artefact
CELL_001556,0,Lymphocyte,Normal_WBC
CELL_005314,1,Hypersegmented_Neutrophil,Infection
CELL_003191,0,Normal_RBC,Normal_RBC
CELL_004567,1,Elliptocyte,Anemia
CELL_005515,1,Toxic_Granulation,Infection
CELL_003595,0,Normal_RBC,Normal_RBC
CELL_001921,0,Lymphocyte,Normal_WBC
CELL_000514,0,Neutrophil,Normal_WBC
CELL_004178,1,Blast_Cell,Leukemia
CELL_001309,0,Lymphocyte,Normal_WBC
CELL_000915,0,Neutrophil,Normal_WBC
CELL_003453,0,Normal_RBC,Normal_RBC
CELL_003696,0,Normal_RBC,Normal_RBC
CELL_004243,1,Blast_Cell,Leukemia
CELL_003157,0,Normal_RBC,Normal_RBC
CELL_002199,0,Monocyte,Normal_WBC
CELL_000775,0,Neutrophil,Normal_WBC
CELL_004426,1,Prolymphocyte,Leukemia
CELL_000944,0,Neutrophil,Normal_WBC
CELL_000823,0,Neutrophil,Normal_WBC
CELL_004278,1,Blast_Cell,Leukemia
CELL_000165,0,Neutrophil,Normal_WBC
CELL_004548,1,Elliptocyte,Anemia
CELL_003984,0,Platelet,Normal_Platelet
CELL_002539,0,Eosinophil,Normal_WBC
CELL_005862,1,Artefact,Artefact
CELL_001312,0,Lymphocyte,Normal_WBC
CELL_005341,1,Hypersegmented_Neutrophil,Infection
CELL_004901,1,Spherocyte,Anemia
CELL_005458,1,Toxic_Granulation,Infection
CELL_003301,0,Normal_RBC,Normal_RBC
CELL_003311,0,Normal_RBC,Normal_RBC
CELL_000328,0,Neutrophil,Normal_WBC
CELL_002491,0,Eosinophil,Normal_WBC
CELL_005510,1,Toxic_Granulation,Infection
CELL_004409,1,Prolymphocyte,Leukemia
CELL_000833,0,Neutrophil,Normal_WBC
CELL_003080,0,Normal_RBC,Normal_RBC
CELL_003463,0,Normal_RBC,Normal_RBC
CELL_005151,1,Target_Cell,Anemia
CELL_000055,0,Neutrophil,Normal_WBC
CELL_004065,1,Blast_Cell,Leukemia
CELL_003452,0,Normal_RBC,Normal_RBC
CELL_001902,0,Lymphocyte,Normal_WBC
CELL_001482,0,Lymphocyte,Normal_WBC
CELL_004151,1,Blast_Cell,Leukemia
CELL_003336,0,Normal_RBC,Normal_RBC
CELL_000947,0,Neutrophil,Normal_WBC
CELL_003294,0,Normal_RBC,Normal_RBC
CELL_002162,0,Monocyte,Normal_WBC
CELL_004980,1,Spherocyte,Anemia
CELL_003058,0,Normal_RBC,Normal_RBC
CELL_000769,0,Neutrophil,Normal_WBC
CELL_005529,1,Toxic_Granulation,Infection
CELL_003496,0,Normal_RBC,Normal_RBC
CELL_000286,0,Neutrophil,Normal_WBC
CELL_005807,1,Artefact,Artefact
CELL_004525,1,Elliptocyte,Anemia
CELL_005229,1,Target_Cell,Anemia
CELL_002333,0,Monocyte,Normal_WBC
CELL_002718,0,Basophil,Normal_WBC
CELL_002080,0,Monocyte,Normal_WBC
CELL_003390,0,Normal_RBC,Normal_RBC
CELL_000723,0,Neutrophil,Normal_WBC
CELL_000952,0,Neutrophil,Normal_WBC
CELL_005120,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002263,0,Monocyte,Normal_WBC
CELL_000990,0,Neutrophil,Normal_WBC
CELL_003213,0,Normal_RBC,Normal_RBC
CELL_001760,0,Lymphocyte,Normal_WBC
CELL_004825,1,Schistocyte,Anemia
CELL_004423,1,Prolymphocyte,Leukemia
CELL_001725,0,Lymphocyte,Normal_WBC
CELL_000342,0,Neutrophil,Normal_WBC
CELL_003702,0,Platelet,Normal_Platelet
CELL_004244,1,Blast_Cell,Leukemia
CELL_000689,0,Neutrophil,Normal_WBC
CELL_003433,0,Normal_RBC,Normal_RBC
CELL_000967,0,Neutrophil,Normal_WBC
CELL_005555,1,Reactive_Lymphocyte,Infection
CELL_002204,0,Monocyte,Normal_WBC
CELL_002714,0,Basophil,Normal_WBC
CELL_004758,1,Schistocyte,Anemia
CELL_005177,1,Target_Cell,Anemia
CELL_005377,1,Hypersegmented_Neutrophil,Infection
CELL_003573,0,Normal_RBC,Normal_RBC
CELL_001991,0,Monocyte,Normal_WBC
CELL_004121,1,Blast_Cell,Leukemia
CELL_004760,1,Schistocyte,Anemia
CELL_004820,1,Schistocyte,Anemia
CELL_005573,1,Reactive_Lymphocyte,Infection
CELL_003601,0,Normal_RBC,Normal_RBC
CELL_005363,1,Hypersegmented_Neutrophil,Infection
CELL_005852,1,Artefact,Artefact
CELL_005854,1,Artefact,Artefact
CELL_000386,0,Neutrophil,Normal_WBC
CELL_005126,1,Target_Cell,Anemia
CELL_005365,1,Hypersegmented_Neutrophil,Infection
CELL_000537,0,Neutrophil,Normal_WBC
CELL_005486,1,Toxic_Granulation,Infection
CELL_004213,1,Blast_Cell,Leukemia
CELL_003508,0,Normal_RBC,Normal_RBC
CELL_000202,0,Neutrophil,Normal_WBC
CELL_001333,0,Lymphocyte,Normal_WBC
CELL_003503,0,Normal_RBC,Normal_RBC
CELL_002709,0,Basophil,Normal_WBC
CELL_004663,1,Schistocyte,Anemia
CELL_004022,1,Blast_Cell,Leukemia
CELL_001855,0,Lymphocyte,Normal_WBC
CELL_005254,1,Hypersegmented_Neutrophil,Infection
CELL_002873,0,Normal_RBC,Normal_RBC
CELL_003031,0,Normal_RBC,Normal_RBC
CELL_001206,0,Lymphocyte,Normal_WBC
CELL_001646,0,Lymphocyte,Normal_WBC
CELL_003418,0,Normal_RBC,Normal_RBC
CELL_003477,0,Normal_RBC,Normal_RBC
CELL_002862,0,Normal_RBC,Normal_RBC
CELL_001793,0,Lymphocyte,Normal_WBC
CELL_003798,0,Platelet,Normal_Platelet
CELL_003369,0,Normal_RBC,Normal_RBC
CELL_003368,0,Normal_RBC,Normal_RBC
CELL_003534,0,Normal_RBC,Normal_RBC
CELL_005157,1,Target_Cell,Anemia
CELL_003450,0,Normal_RBC,Normal_RBC
CELL_000604,0,Neutrophil,Normal_WBC
CELL_003057,0,Normal_RBC,Normal_RBC
CELL_005111,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000127,0,Neutrophil,Normal_WBC
CELL_003877,0,Platelet,Normal_Platelet
CELL_002936,0,Normal_RBC,Normal_RBC
CELL_004452,1,Prolymphocyte,Leukemia
CELL_003532,0,Normal_RBC,Normal_RBC
CELL_002731,0,Basophil,Normal_WBC
CELL_000828,0,Neutrophil,Normal_WBC
CELL_001640,0,Lymphocyte,Normal_WBC
CELL_000985,0,Neutrophil,Normal_WBC
CELL_003282,0,Normal_RBC,Normal_RBC
CELL_005843,1,Artefact,Artefact
CELL_002189,0,Monocyte,Normal_WBC
CELL_005413,1,Toxic_Granulation,Infection
CELL_002444,0,Eosinophil,Normal_WBC
CELL_000363,0,Neutrophil,Normal_WBC
CELL_002350,0,Monocyte,Normal_WBC
CELL_000346,0,Neutrophil,Normal_WBC
CELL_000815,0,Neutrophil,Normal_WBC
CELL_004808,1,Schistocyte,Anemia
CELL_003206,0,Normal_RBC,Normal_RBC
CELL_004883,1,Spherocyte,Anemia
CELL_005636,1,Reactive_Lymphocyte,Infection
CELL_003326,0,Normal_RBC,Normal_RBC
CELL_004107,1,Blast_Cell,Leukemia
CELL_002117,0,Monocyte,Normal_WBC
CELL_001835,0,Lymphocyte,Normal_WBC
CELL_000794,0,Neutrophil,Normal_WBC
CELL_005816,1,Artefact,Artefact
CELL_002675,0,Basophil,Normal_WBC
CELL_000095,0,Neutrophil,Normal_WBC
CELL_004226,1,Blast_Cell,Leukemia
CELL_003757,0,Platelet,Normal_Platelet
CELL_002892,0,Normal_RBC,Normal_RBC
CELL_002372,0,Eosinophil,Normal_WBC
CELL_004871,1,Spherocyte,Anemia
CELL_005209,1,Target_Cell,Anemia
CELL_003229,0,Normal_RBC,Normal_RBC
CELL_002854,0,Normal_RBC,Normal_RBC
CELL_002913,0,Normal_RBC,Normal_RBC
CELL_001866,0,Lymphocyte,Normal_WBC
CELL_004613,1,Elliptocyte,Anemia
CELL_001858,0,Lymphocyte,Normal_WBC
CELL_002646,0,Eosinophil,Normal_WBC
CELL_002244,0,Monocyte,Normal_WBC
CELL_002337,0,Monocyte,Normal_WBC
CELL_000951,0,Neutrophil,Normal_WBC
CELL_003069,0,Normal_RBC,Normal_RBC
CELL_001121,0,Lymphocyte,Normal_WBC
CELL_002598,0,Eosinophil,Normal_WBC
CELL_002205,0,Monocyte,Normal_WBC
CELL_000420,0,Neutrophil,Normal_WBC
CELL_000923,0,Neutrophil,Normal_WBC
CELL_001255,0,Lymphocyte,Normal_WBC
CELL_000478,0,Neutrophil,Normal_WBC
CELL_002036,0,Monocyte,Normal_WBC
CELL_001203,0,Lymphocyte,Normal_WBC
CELL_002627,0,Eosinophil,Normal_WBC
CELL_005660,1,Reactive_Lymphocyte,Infection
CELL_001971,0,Monocyte,Normal_WBC
CELL_003111,0,Normal_RBC,Normal_RBC
CELL_004019,1,Blast_Cell,Leukemia
CELL_002152,0,Monocyte,Normal_WBC
CELL_003688,0,Normal_RBC,Normal_RBC
CELL_001998,0,Monocyte,Normal_WBC
CELL_004034,1,Blast_Cell,Leukemia
CELL_005765,1,Smudge_Cell,Artefact
CELL_003055,0,Normal_RBC,Normal_RBC
CELL_001249,0,Lymphocyte,Normal_WBC
CELL_002193,0,Monocyte,Normal_WBC
CELL_002713,0,Basophil,Normal_WBC
CELL_000993,0,Neutrophil,Normal_WBC
CELL_002191,0,Monocyte,Normal_WBC
CELL_004671,1,Schistocyte,Anemia
CELL_003763,0,Platelet,Normal_Platelet
CELL_003598,0,Normal_RBC,Normal_RBC
CELL_004712,1,Schistocyte,Anemia
CELL_001319,0,Lymphocyte,Normal_WBC
CELL_001864,0,Lymphocyte,Normal_WBC
CELL_002344,0,Monocyte,Normal_WBC
CELL_002450,0,Eosinophil,Normal_WBC
CELL_002137,0,Monocyte,Normal_WBC
CELL_001066,0,Neutrophil,Normal_WBC
CELL_005831,1,Artefact,Artefact
CELL_004228,1,Blast_Cell,Leukemia
CELL_002622,0,Eosinophil,Normal_WBC
CELL_000078,0,Neutrophil,Normal_WBC
CELL_002899,0,Normal_RBC,Normal_RBC
CELL_004821,1,Schistocyte,Anemia
CELL_001315,0,Lymphocyte,Normal_WBC
CELL_005129,1,Target_Cell,Anemia
CELL_000873,0,Neutrophil,Normal_WBC
CELL_003851,0,Platelet,Normal_Platelet
CELL_005627,1,Reactive_Lymphocyte,Infection
CELL_002966,0,Normal_RBC,Normal_RBC
CELL_003392,0,Normal_RBC,Normal_RBC
CELL_002561,0,Eosinophil,Normal_WBC
CELL_005759,1,Smudge_Cell,Artefact
CELL_002636,0,Eosinophil,Normal_WBC
CELL_003531,0,Normal_RBC,Normal_RBC
CELL_000376,0,Neutrophil,Normal_WBC
CELL_001909,0,Lymphocyte,Normal_WBC
CELL_004430,1,Prolymphocyte,Leukemia
CELL_005081,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005138,1,Target_Cell,Anemia
CELL_004028,1,Blast_Cell,Leukemia
CELL_001605,0,Lymphocyte,Normal_WBC
CELL_001119,0,Lymphocyte,Normal_WBC
CELL_003678,0,Normal_RBC,Normal_RBC
CELL_003491,0,Normal_RBC,Normal_RBC
CELL_005719,1,Smudge_Cell,Artefact
CELL_002959,0,Normal_RBC,Normal_RBC
CELL_001995,0,Monocyte,Normal_WBC
CELL_005826,1,Artefact,Artefact
CELL_005342,1,Hypersegmented_Neutrophil,Infection
CELL_002377,0,Eosinophil,Normal_WBC
CELL_001343,0,Lymphocyte,Normal_WBC
CELL_000321,0,Neutrophil,Normal_WBC
CELL_001620,0,Lymphocyte,Normal_WBC
CELL_003714,0,Platelet,Normal_Platelet
CELL_002061,0,Monocyte,Normal_WBC
CELL_002220,0,Monocyte,Normal_WBC
CELL_001674,0,Lymphocyte,Normal_WBC
CELL_000261,0,Neutrophil,Normal_WBC
CELL_005422,1,Toxic_Granulation,Infection
CELL_002040,0,Monocyte,Normal_WBC
CELL_004786,1,Schistocyte,Anemia
CELL_000902,0,Neutrophil,Normal_WBC
CELL_003745,0,Platelet,Normal_Platelet
CELL_002027,0,Monocyte,Normal_WBC
CELL_004235,1,Blast_Cell,Leukemia
CELL_001918,0,Lymphocyte,Normal_WBC
CELL_001829,0,Lymphocyte,Normal_WBC
CELL_001574,0,Lymphocyte,Normal_WBC
CELL_004416,1,Prolymphocyte,Leukemia
CELL_004750,1,Schistocyte,Anemia
CELL_005158,1,Target_Cell,Anemia
CELL_004655,1,Elliptocyte,Anemia
CELL_004209,1,Blast_Cell,Leukemia
CELL_004628,1,Elliptocyte,Anemia
CELL_000225,0,Neutrophil,Normal_WBC
CELL_000724,0,Neutrophil,Normal_WBC
CELL_005273,1,Hypersegmented_Neutrophil,Infection
CELL_001142,0,Lymphocyte,Normal_WBC
CELL_002763,0,Basophil,Normal_WBC
CELL_000847,0,Neutrophil,Normal_WBC
CELL_004290,1,Prolymphocyte,Leukemia
CELL_002552,0,Eosinophil,Normal_WBC
CELL_002929,0,Normal_RBC,Normal_RBC
CELL_000118,0,Neutrophil,Normal_WBC
CELL_000646,0,Neutrophil,Normal_WBC
CELL_000004,0,Neutrophil,Normal_WBC
CELL_004171,1,Blast_Cell,Leukemia
CELL_000468,0,Neutrophil,Normal_WBC
CELL_000006,0,Neutrophil,Normal_WBC
CELL_000920,0,Neutrophil,Normal_WBC
CELL_002596,0,Eosinophil,Normal_WBC
CELL_004325,1,Prolymphocyte,Leukemia
CELL_001064,0,Neutrophil,Normal_WBC
CELL_002591,0,Eosinophil,Normal_WBC
CELL_000243,0,Neutrophil,Normal_WBC
CELL_005112,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001161,0,Lymphocyte,Normal_WBC
CELL_002871,0,Normal_RBC,Normal_RBC
CELL_003736,0,Platelet,Normal_Platelet
CELL_002398,0,Eosinophil,Normal_WBC
CELL_003518,0,Normal_RBC,Normal_RBC
CELL_003422,0,Normal_RBC,Normal_RBC
CELL_002564,0,Eosinophil,Normal_WBC
CELL_001606,0,Lymphocyte,Normal_WBC
CELL_005672,1,Reactive_Lymphocyte,Infection
CELL_002325,0,Monocyte,Normal_WBC
CELL_002710,0,Basophil,Normal_WBC
CELL_005163,1,Target_Cell,Anemia
CELL_001313,0,Lymphocyte,Normal_WBC
CELL_003449,0,Normal_RBC,Normal_RBC
CELL_003813,0,Platelet,Normal_Platelet
CELL_005470,1,Toxic_Granulation,Infection
CELL_002363,0,Eosinophil,Normal_WBC
CELL_001976,0,Monocyte,Normal_WBC
CELL_003515,0,Normal_RBC,Normal_RBC
CELL_001762,0,Lymphocyte,Normal_WBC
CELL_002740,0,Basophil,Normal_WBC
CELL_005477,1,Toxic_Granulation,Infection
CELL_002473,0,Eosinophil,Normal_WBC
CELL_004008,1,Blast_Cell,Leukemia
CELL_004719,1,Schistocyte,Anemia
CELL_001494,0,Lymphocyte,Normal_WBC
CELL_004207,1,Blast_Cell,Leukemia
CELL_002159,0,Monocyte,Normal_WBC
CELL_001170,0,Lymphocyte,Normal_WBC
CELL_005307,1,Hypersegmented_Neutrophil,Infection
CELL_000233,0,Neutrophil,Normal_WBC
CELL_000067,0,Neutrophil,Normal_WBC
CELL_001604,0,Lymphocyte,Normal_WBC
CELL_003284,0,Normal_RBC,Normal_RBC
CELL_003597,0,Normal_RBC,Normal_RBC
CELL_004633,1,Elliptocyte,Anemia
CELL_000126,0,Neutrophil,Normal_WBC
CELL_001297,0,Lymphocyte,Normal_WBC
CELL_001977,0,Monocyte,Normal_WBC
CELL_005308,1,Hypersegmented_Neutrophil,Infection
CELL_005269,1,Hypersegmented_Neutrophil,Infection
CELL_002076,0,Monocyte,Normal_WBC
CELL_004581,1,Elliptocyte,Anemia
CELL_003087,0,Normal_RBC,Normal_RBC
CELL_005095,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003346,0,Normal_RBC,Normal_RBC
CELL_005780,1,Smudge_Cell,Artefact
CELL_002798,0,Basophil,Normal_WBC
CELL_000919,0,Neutrophil,Normal_WBC
CELL_001647,0,Lymphocyte,Normal_WBC
CELL_004979,1,Spherocyte,Anemia
CELL_004622,1,Elliptocyte,Anemia
CELL_000365,0,Neutrophil,Normal_WBC
CELL_003288,0,Normal_RBC,Normal_RBC
CELL_002126,0,Monocyte,Normal_WBC
CELL_004124,1,Blast_Cell,Leukemia
CELL_004570,1,Elliptocyte,Anemia
CELL_000526,0,Neutrophil,Normal_WBC
CELL_004822,1,Schistocyte,Anemia
CELL_000056,0,Neutrophil,Normal_WBC
CELL_000639,0,Neutrophil,Normal_WBC
CELL_000303,0,Neutrophil,Normal_WBC
CELL_002767,0,Basophil,Normal_WBC
CELL_001277,0,Lymphocyte,Normal_WBC
CELL_004721,1,Schistocyte,Anemia
CELL_002056,0,Monocyte,Normal_WBC
CELL_004433,1,Prolymphocyte,Leukemia
CELL_003645,0,Normal_RBC,Normal_RBC
CELL_004144,1,Blast_Cell,Leukemia
CELL_002879,0,Normal_RBC,Normal_RBC
CELL_004203,1,Blast_Cell,Leukemia
CELL_002287,0,Monocyte,Normal_WBC
CELL_002262,0,Monocyte,Normal_WBC
CELL_002297,0,Monocyte,Normal_WBC
CELL_001754,0,Lymphocyte,Normal_WBC
CELL_001969,0,Monocyte,Normal_WBC
CELL_005101,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003118,0,Normal_RBC,Normal_RBC
CELL_002394,0,Eosinophil,Normal_WBC
CELL_000524,0,Neutrophil,Normal_WBC
CELL_003901,0,Platelet,Normal_Platelet
CELL_005482,1,Toxic_Granulation,Infection
CELL_004700,1,Schistocyte,Anemia
CELL_003123,0,Normal_RBC,Normal_RBC
CELL_004157,1,Blast_Cell,Leukemia
CELL_001970,0,Monocyte,Normal_WBC
